group_a,group_b,gap_a_pp,gap_b_pp,did_pp,lo_pp,hi_pp,p_boot,separates
16-17,18-20,34.55061546714357,34.17507285814692,0.37554260899665337,-1.4078690807987033,2.2037614246529498,0.65,False
16-17,21-23,34.55061546714357,33.05247191227275,1.498143554870822,-1.0960380928828286,4.214027002208545,0.275,False
18-20,21-23,34.17507285814692,33.05247191227275,1.1226009458741686,-1.0822233688919058,3.4337275671670375,0.316,False
