age,n,k,rate,ci_low,ci_high,rate_pct,ci_low_pct,ci_high_pct
16,27581,18774,0.6806859794786266,0.6751589787145992,0.6861626538156381,68.06859794786266,67.51589787145991,68.6162653815638
17,27966,17037,0.6092040334692126,0.603470707565663,0.6149073614756718,60.92040334692126,60.3470707565663,61.49073614756718
18,22456,13178,0.5868364802280014,0.5803818120550581,0.5932614428466148,58.68364802280014,58.038181205505815,59.326144284661474
19,18106,10511,0.5805257925549542,0.5733214506773604,0.587695970921733,58.05257925549542,57.33214506773604,58.7695970921733
20,13243,7175,0.541795665634675,0.5332986258058029,0.5502684638769183,54.179566563467496,53.32986258058029,55.02684638769183
21,9512,4940,0.5193439865433137,0.5092974803028246,0.52937487422649,51.93439865433137,50.92974803028246,52.937487422649
22,6887,3485,0.5060258457964281,0.4942176922749357,0.5178272805771467,50.60258457964281,49.42176922749357,51.782728057714664
23,4666,2365,0.5068581225889413,0.49251297523218324,0.5211919864093423,50.685812258894124,49.25129752321833,52.11919864093423
