Year,n,k,rate,ci_low,ci_high,rate_pct,ci_low_pct,ci_high_pct
2022,41757,23207,0.5557631055870872,0.5509923069645292,0.5605236448595835,55.57631055870872,55.09923069645291,56.05236448595835
2023,43652,26004,0.5957115366993494,0.5910994961655928,0.6003067325027832,59.57115366993494,59.10994961655928,60.03067325027832
2024,45008,28254,0.6277550657660861,0.6232783189682118,0.6322100056863387,62.775506576608606,62.32783189682118,63.22100056863387
