term,coef_pp,lo,hi,p
Intercept,-155.74924315526218,-268.46595220453884,-43.032534105985505,0.006764288375763202
mean_hours,0.13609821065567254,-0.1802798854724519,0.452476306783797,0.3991562246039686
zero_hours_share,-3.7485991071918097,-56.16722510221716,48.670026887833544,0.8885316968516253
no_show_share,2.9295007961891475,-20.086293595117105,25.945295187495404,0.8029983923666971
mean_age,7.273639099199084,1.2644399411453966,13.28283825725277,0.017674167699054555
log_n,1.0288753371764892,-1.8251534997034757,3.882904174056454,0.4798364710682712
